Id,IndicatorCode,SpatialDimType,SpatialDim,ParentLocationCode,TimeDimType,ParentLocation,Dim1Type,Dim1,TimeDim,Dim2Type,Dim2,Dim3Type,Dim3,DataSourceDimType,DataSourceDim,Value,NumericValue,Low,High,Comments,Date,TimeDimensionValue,TimeDimensionBegin,TimeDimensionEnd
9644173,CHOLERA_0000000002,COUNTRY,SWZ,AFR,YEAR,Africa,,,1998,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
9646471,CHOLERA_0000000002,COUNTRY,JOR,EMR,YEAR,Eastern Mediterranean,,,1981,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1981,1981-01-01T00:00:00+01:00,1981-12-31T00:00:00+01:00
9647705,CHOLERA_0000000002,COUNTRY,DEU,EUR,YEAR,Europe,,,1989,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1989,1989-01-01T00:00:00+01:00,1989-12-31T00:00:00+01:00
9651206,CHOLERA_0000000002,COUNTRY,BFA,AFR,YEAR,Africa,,,1995,,,,,,,113,113.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
9656420,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,1996,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
9657709,CHOLERA_0000000002,COUNTRY,ECU,AMR,YEAR,Americas,,,2001,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
9662282,CHOLERA_0000000002,COUNTRY,TZA,AFR,YEAR,Africa,,,2015,,,,,,,144,144.0,,,,2016-09-16T09:37:09+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
9667510,CHOLERA_0000000002,COUNTRY,LBR,AFR,YEAR,Africa,,,2009,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9668063,CHOLERA_0000000002,COUNTRY,DZA,AFR,YEAR,Africa,,,1975,,,,,,,118,118.0,,,,2013-06-11T14:01:25+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
9676871,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,1985,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
9687746,CHOLERA_0000000002,COUNTRY,AGO,AFR,YEAR,Africa,,,2009,,,,,,,88,88.0,,,,2013-06-11T14:01:25+02:00,2009,2009-01-01T00:00:00+01:00,2009-12-31T00:00:00+01:00
9694221,CHOLERA_0000000002,COUNTRY,DZA,AFR,YEAR,Africa,,,1972,,,,,,,71,71.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
9699637,CHOLERA_0000000002,COUNTRY,HTI,AMR,YEAR,Americas,,,2011,,,,,,,2869,2869.0,,,,2013-06-11T14:01:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
9700339,CHOLERA_0000000002,COUNTRY,BFA,AFR,YEAR,Africa,,,1972,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
9701439,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,1999,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
9704783,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,1993,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
9704922,CHOLERA_0000000002,COUNTRY,RWA,AFR,YEAR,Africa,,,1980,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
9707993,CHOLERA_0000000002,COUNTRY,LBR,AFR,YEAR,Africa,,,2006,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9710767,CHOLERA_0000000002,COUNTRY,BHR,EMR,YEAR,Eastern Mediterranean,,,1972,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
9713275,CHOLERA_0000000002,COUNTRY,CHE,EUR,YEAR,Europe,,,1985,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
9743885,CHOLERA_0000000002,COUNTRY,SWE,EUR,YEAR,Europe,,,1979,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
9747514,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,1980,,,,,,,42,42.0,,,,2013-06-11T14:01:25+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
9749283,CHOLERA_0000000002,COUNTRY,NER,AFR,YEAR,Africa,,,1974,,,,,,,75,75.0,,,,2013-06-11T14:01:25+02:00,1974,1974-01-01T00:00:00+01:00,1974-12-31T00:00:00+01:00
9761758,CHOLERA_0000000002,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,,1984,,,,,,,5,5.0,,,,2013-06-11T14:01:25+02:00,1984,1984-01-01T00:00:00+01:00,1984-12-31T00:00:00+01:00
9765073,CHOLERA_0000000002,COUNTRY,USA,AMR,YEAR,Americas,,,1997,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
9765203,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,2005,,,,,,,110,110.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
9765237,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1996,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
9780743,CHOLERA_0000000002,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,1977,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1977,1977-01-01T00:00:00+01:00,1977-12-31T00:00:00+01:00
9782635,CHOLERA_0000000002,COUNTRY,NER,AFR,YEAR,Africa,,,1997,,,,,,,13,13.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
9796100,CHOLERA_0000000002,COUNTRY,MMR,SEAR,YEAR,South-East Asia,,,1959,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,1959,1959-01-01T00:00:00+01:00,1959-12-31T00:00:00+01:00
9798377,CHOLERA_0000000002,COUNTRY,BGD,SEAR,YEAR,South-East Asia,,,1958,,,,,,,10119,10119.0,,,,2013-06-11T14:01:25+02:00,1958,1958-01-01T00:00:00+01:00,1958-12-31T00:00:00+01:00
9800050,CHOLERA_0000000002,COUNTRY,SEN,AFR,YEAR,Africa,,,1997,,,,,,,11,11.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
9800139,CHOLERA_0000000002,COUNTRY,AFG,EMR,YEAR,Eastern Mediterranean,,,1998,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
9813642,CHOLERA_0000000002,COUNTRY,NLD,EUR,YEAR,Europe,,,2004,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9814982,CHOLERA_0000000002,COUNTRY,USA,AMR,YEAR,Americas,,,1990,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1990,1990-01-01T00:00:00+01:00,1990-12-31T00:00:00+01:00
9816095,CHOLERA_0000000002,COUNTRY,AUT,EUR,YEAR,Europe,,,1982,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
9827646,CHOLERA_0000000002,COUNTRY,GHA,AFR,YEAR,Africa,,,1971,,,,,,,641,641.0,,,,2013-06-11T14:01:25+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
9833938,CHOLERA_0000000002,COUNTRY,IRQ,EMR,YEAR,Eastern Mediterranean,,,1995,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
9842355,CHOLERA_0000000002,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1999,,,,,,,5,5.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
9843967,CHOLERA_0000000002,COUNTRY,ZMB,AFR,YEAR,Africa,,,1980,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
9846451,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,1993,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
9852290,CHOLERA_0000000002,COUNTRY,GIN,AFR,YEAR,Africa,,,1970,,,,,,,60,60.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
9852902,CHOLERA_0000000002,COUNTRY,LBR,AFR,YEAR,Africa,,,1997,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
9856468,CHOLERA_0000000002,COUNTRY,ROU,EUR,YEAR,Europe,,,1979,,,,,,,8,8.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
9857234,CHOLERA_0000000002,COUNTRY,DZA,AFR,YEAR,Africa,,,1983,,,,,,,9,9.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
9863295,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,2010,,,,,,,657,657.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9865967,CHOLERA_0000000002,COUNTRY,ZWE,AFR,YEAR,Africa,,,2012,,,,,,,1,1.0,,,,2013-10-03T09:19:02+02:00,2012,2012-01-01T00:00:00+01:00,2012-12-31T00:00:00+01:00
9866092,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,1995,,,,,,,66,66.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
9872568,CHOLERA_0000000002,COUNTRY,CHE,EUR,YEAR,Europe,,,1978,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
9876265,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,2007,,,,,,,22,22.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9877135,CHOLERA_0000000002,COUNTRY,AUS,WPR,YEAR,Western Pacific,,,2016,,,,,,,0,0.0,,,,2017-08-23T09:37:22+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9890222,CHOLERA_0000000002,COUNTRY,SYR,EMR,YEAR,Eastern Mediterranean,,,1975,,,,,,,6,6.0,,,,2013-06-11T14:01:25+02:00,1975,1975-01-01T00:00:00+01:00,1975-12-31T00:00:00+01:00
9890802,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,1972,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
9895141,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,1996,,,,,,,40,40.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
9915023,CHOLERA_0000000002,COUNTRY,STP,AFR,YEAR,Africa,,,1991,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
9915398,CHOLERA_0000000002,COUNTRY,TGO,AFR,YEAR,Africa,,,1995,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
9915769,CHOLERA_0000000002,COUNTRY,KEN,AFR,YEAR,Africa,,,1983,,,,,,,53,53.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
9920033,CHOLERA_0000000002,COUNTRY,NZL,WPR,YEAR,Western Pacific,,,1999,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
9924470,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1959,,,,,,,7696,7696.0,,,,2013-06-11T14:01:25+02:00,1959,1959-01-01T00:00:00+01:00,1959-12-31T00:00:00+01:00
9924492,CHOLERA_0000000002,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,1967,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1967,1967-01-01T00:00:00+01:00,1967-12-31T00:00:00+01:00
9933667,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,2006,,,,,,,35,35.0,,,,2013-06-11T14:01:25+02:00,2006,2006-01-01T00:00:00+01:00,2006-12-31T00:00:00+01:00
9936845,CHOLERA_0000000002,COUNTRY,NER,AFR,YEAR,Africa,,,2004,,,,,,,57,57.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
9939282,CHOLERA_0000000002,COUNTRY,KWT,EMR,YEAR,Eastern Mediterranean,,,1978,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
9940014,CHOLERA_0000000002,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,1965,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1965,1965-01-01T00:00:00+01:00,1965-12-31T00:00:00+01:00
9953484,CHOLERA_0000000002,COUNTRY,IDN,WPR,YEAR,Western Pacific,,,1996,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
9958847,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,1971,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1971,1971-01-01T00:00:00+01:00,1971-12-31T00:00:00+01:00
9959264,CHOLERA_0000000002,COUNTRY,COM,AFR,YEAR,Africa,,,1976,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
9960308,CHOLERA_0000000002,COUNTRY,ZMB,AFR,YEAR,Africa,,,1992,,,,,,,913,913.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
9961171,CHOLERA_0000000002,COUNTRY,DNK,EUR,YEAR,Europe,,,2008,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
9964816,CHOLERA_0000000002,COUNTRY,DEU,EUR,YEAR,Europe,,,2016,,,,,,,Unknown,,,,,2017-08-23T09:37:22+02:00,2016,2016-01-01T00:00:00+01:00,2016-12-31T00:00:00+01:00
9965985,CHOLERA_0000000002,COUNTRY,GHA,AFR,YEAR,Africa,,,2010,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9967645,CHOLERA_0000000002,COUNTRY,CMR,AFR,YEAR,Africa,,,1982,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
9968404,CHOLERA_0000000002,COUNTRY,PAN,AMR,YEAR,Americas,,,1993,,,,,,,4,4.0,,,,2013-06-11T14:01:25+02:00,1993,1993-01-01T00:00:00+01:00,1993-12-31T00:00:00+01:00
9969362,CHOLERA_0000000002,COUNTRY,MLI,AFR,YEAR,Africa,,,2003,,,,,,,119,119.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
9969609,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1982,,,,,,,199,199.0,,,,2013-06-11T14:01:25+02:00,1982,1982-01-01T00:00:00+01:00,1982-12-31T00:00:00+01:00
9972124,CHOLERA_0000000002,COUNTRY,MWI,AFR,YEAR,Africa,,,2010,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
9981718,CHOLERA_0000000002,COUNTRY,SDN,EMR,YEAR,Eastern Mediterranean,,,2007,,,,,,,500,500.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
9986487,CHOLERA_0000000002,COUNTRY,PAK,EMR,YEAR,Eastern Mediterranean,,,1970,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
9992863,CHOLERA_0000000002,COUNTRY,NER,AFR,YEAR,Africa,,,2008,,,,,,,70,70.0,,,,2013-06-11T14:01:25+02:00,2008,2008-01-01T00:00:00+01:00,2008-12-31T00:00:00+01:00
10000887,CHOLERA_0000000002,COUNTRY,LKA,SEAR,YEAR,South-East Asia,,,1992,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
10010401,CHOLERA_0000000002,COUNTRY,ECU,AMR,YEAR,Americas,,,1992,,,,,,,208,208.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
10016534,CHOLERA_0000000002,COUNTRY,ISR,EUR,YEAR,Europe,,,1987,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1987,1987-01-01T00:00:00+01:00,1987-12-31T00:00:00+01:00
10017172,CHOLERA_0000000002,COUNTRY,YEM,EMR,YEAR,Eastern Mediterranean,,,1980,,,,,,,20,20.0,,,,2013-06-11T14:01:25+02:00,1980,1980-01-01T00:00:00+01:00,1980-12-31T00:00:00+01:00
10018355,CHOLERA_0000000002,COUNTRY,VNM,WPR,YEAR,Western Pacific,,,1986,,,,,,,8,8.0,,,,2013-06-11T14:01:25+02:00,1986,1986-01-01T00:00:00+01:00,1986-12-31T00:00:00+01:00
10021714,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,1992,,,,,,,17,17.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
10024626,CHOLERA_0000000002,COUNTRY,BOL,AMR,YEAR,Americas,,,1991,,,,,,,12,12.0,,,,2013-06-11T14:01:25+02:00,1991,1991-01-01T00:00:00+01:00,1991-12-31T00:00:00+01:00
10025731,CHOLERA_0000000002,COUNTRY,MDG,AFR,YEAR,Africa,,,2005,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2005,2005-01-01T00:00:00+01:00,2005-12-31T00:00:00+01:00
10027957,CHOLERA_0000000002,COUNTRY,SGP,WPR,YEAR,Western Pacific,,,1972,,,,,,,3,3.0,,,,2013-06-11T14:01:25+02:00,1972,1972-01-01T00:00:00+01:00,1972-12-31T00:00:00+01:00
10036003,CHOLERA_0000000002,COUNTRY,BEN,AFR,YEAR,Africa,,,2010,,,,,,,8,8.0,,,,2013-06-11T14:01:25+02:00,2010,2010-01-01T00:00:00+01:00,2010-12-31T00:00:00+01:00
10036622,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1983,,,,,,,309,309.0,,,,2013-06-11T14:01:25+02:00,1983,1983-01-01T00:00:00+01:00,1983-12-31T00:00:00+01:00
10037751,CHOLERA_0000000002,COUNTRY,GBR,EUR,YEAR,Europe,,,2013,,,,,,,0,0.0,,,,2014-08-29T13:48:34+02:00,2013,2013-01-01T00:00:00+01:00,2013-12-31T00:00:00+01:00
10042883,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1952,,,,,,,58252,58252.0,,,,2013-06-11T14:01:25+02:00,1952,1952-01-01T00:00:00+01:00,1952-12-31T00:00:00+01:00
10050840,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,1999,,,,,,,228,228.0,,,,2013-06-11T14:01:25+02:00,1999,1999-01-01T00:00:00+01:00,1999-12-31T00:00:00+01:00
10055007,CHOLERA_0000000002,COUNTRY,UGA,AFR,YEAR,Africa,,,1998,,,,,,,2064,2064.0,,,,2013-06-11T14:01:25+02:00,1998,1998-01-01T00:00:00+01:00,1998-12-31T00:00:00+01:00
10055515,CHOLERA_0000000002,COUNTRY,NPL,SEAR,YEAR,South-East Asia,,,1970,,,,,,,1,1.0,,,,2013-06-11T14:01:25+02:00,1970,1970-01-01T00:00:00+01:00,1970-12-31T00:00:00+01:00
10063718,CHOLERA_0000000002,COUNTRY,ESP,EUR,YEAR,Europe,,,2007,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
10067323,CHOLERA_0000000002,COUNTRY,JPN,WPR,YEAR,Western Pacific,,,1976,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
10072488,CHOLERA_0000000002,COUNTRY,THA,SEAR,YEAR,South-East Asia,,,1951,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1951,1951-01-01T00:00:00+01:00,1951-12-31T00:00:00+01:00
10073990,CHOLERA_0000000002,COUNTRY,IRN,EMR,YEAR,Eastern Mediterranean,,,2015,,,,,,,1,1.0,,,,2016-09-16T09:37:08+02:00,2015,2015-01-01T00:00:00+01:00,2015-12-31T00:00:00+01:00
10082453,CHOLERA_0000000002,COUNTRY,SOM,EMR,YEAR,Eastern Mediterranean,,,2011,,,,,,,1130,1130.0,,,,2013-06-11T14:01:25+02:00,2011,2011-01-01T00:00:00+01:00,2011-12-31T00:00:00+01:00
10094440,CHOLERA_0000000002,COUNTRY,MLI,AFR,YEAR,Africa,,,2004,,,,,,,205,205.0,,,,2013-06-11T14:01:25+02:00,2004,2004-01-01T00:00:00+01:00,2004-12-31T00:00:00+01:00
10101091,CHOLERA_0000000002,COUNTRY,PHL,WPR,YEAR,Western Pacific,,,1962,,,,,,,1682,1682.0,,,,2013-06-11T14:01:25+02:00,1962,1962-01-01T00:00:00+01:00,1962-12-31T00:00:00+01:00
10102371,CHOLERA_0000000002,COUNTRY,GTM,AMR,YEAR,Americas,,,1997,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1997,1997-01-01T00:00:00+01:00,1997-12-31T00:00:00+01:00
10105396,CHOLERA_0000000002,COUNTRY,KHM,WPR,YEAR,Western Pacific,,,1992,,,,,,,120,120.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
10108581,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1976,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,1976,1976-01-01T00:00:00+01:00,1976-12-31T00:00:00+01:00
10145549,CHOLERA_0000000002,COUNTRY,CRI,AMR,YEAR,Americas,,,1995,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1995,1995-01-01T00:00:00+01:00,1995-12-31T00:00:00+01:00
10146693,CHOLERA_0000000002,COUNTRY,AGO,AFR,YEAR,Africa,,,2007,,,,,,,513,513.0,,,,2013-06-11T14:01:25+02:00,2007,2007-01-01T00:00:00+01:00,2007-12-31T00:00:00+01:00
10148632,CHOLERA_0000000002,COUNTRY,NRU,WPR,YEAR,Western Pacific,,,1978,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,1978,1978-01-01T00:00:00+01:00,1978-12-31T00:00:00+01:00
10150055,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,2001,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2001,2001-01-01T00:00:00+01:00,2001-12-31T00:00:00+01:00
10150657,CHOLERA_0000000002,COUNTRY,MDG,AFR,YEAR,Africa,,,2003,,,,,,,0,0.0,,,,2013-06-11T14:01:25+02:00,2003,2003-01-01T00:00:00+01:00,2003-12-31T00:00:00+01:00
10158847,CHOLERA_0000000002,COUNTRY,COD,AFR,YEAR,Africa,,,2002,,,,,,,1979,1979.0,,,,2013-06-11T14:01:25+02:00,2002,2002-01-01T00:00:00+01:00,2002-12-31T00:00:00+01:00
10161415,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1994,,,,,,,27,27.0,,,,2013-06-11T14:01:25+02:00,1994,1994-01-01T00:00:00+01:00,1994-12-31T00:00:00+01:00
10166997,CHOLERA_0000000002,COUNTRY,TZA,AFR,YEAR,Africa,,,1988,,,,,,,580,580.0,,,,2013-06-11T14:01:25+02:00,1988,1988-01-01T00:00:00+01:00,1988-12-31T00:00:00+01:00
10173342,CHOLERA_0000000002,COUNTRY,IND,SEAR,YEAR,South-East Asia,,,1996,,,,,,,34,34.0,,,,2013-06-11T14:01:25+02:00,1996,1996-01-01T00:00:00+01:00,1996-12-31T00:00:00+01:00
10180180,CHOLERA_0000000002,COUNTRY,CHN,WPR,YEAR,Western Pacific,,,1979,,,,,,,2,2.0,,,,2013-06-11T14:01:25+02:00,1979,1979-01-01T00:00:00+01:00,1979-12-31T00:00:00+01:00
10187340,CHOLERA_0000000002,COUNTRY,ZWE,AFR,YEAR,Africa,,,1992,,,,,,,105,105.0,,,,2013-06-11T14:01:25+02:00,1992,1992-01-01T00:00:00+01:00,1992-12-31T00:00:00+01:00
10198825,CHOLERA_0000000002,COUNTRY,MOZ,AFR,YEAR,Africa,,,1973,,,,,,,87,87.0,,,,2013-06-11T14:01:25+02:00,1973,1973-01-01T00:00:00+01:00,1973-12-31T00:00:00+01:00
10200183,CHOLERA_0000000002,COUNTRY,BDI,AFR,YEAR,Africa,,,1985,,,,,,,15,15.0,,,,2013-06-11T14:01:25+02:00,1985,1985-01-01T00:00:00+01:00,1985-12-31T00:00:00+01:00
10200291,CHOLERA_0000000002,COUNTRY,HTI,AMR,YEAR,Americas,,,2014,,,,,,,296,296.0,,,,2015-10-02T09:47:58+02:00,2014,2014-01-01T00:00:00+01:00,2014-12-31T00:00:00+01:00
